,log2FoldChange
CHD1L,2
SEPSECS,2
LBR,2
TMCC2,2
CA11,2
APOC1,1
ITK,2
CANX,2
BCAN,2
TNNI3K,0
KLHL23,2
CYB5R3,2
A1BG,2
TFCP2,2
DRD5,0
ATP6V1C1,2
IL18R1,2
HIST1H4L,1
ZFP41,2
MSMO1,2
NOTCH2NL,2
ALDH18A1,2
CD53,2
ARV1,2
PGAP2,2
AGR3,0
CYP27C1,2
NPR3,0
CHKB,2
HIST1H2BE,1
CHCHD10,2
ATP13A5,0
PLCH2,1
CCDC175,1
FAM193B,2
AKR7A3,2
DSP,2
VCP,2
SHF,2
APC2,2
THBD,2
FAM72C,1
RPUSD2,2
FUT4,2
ISCU,2
RASGRF1,1
TRRAP,2
PCDHB5,0
LRTOMT,2
KRBA1,2
RMND1,2
CDK5R2,0
PPP2R5B,2
DNLZ,2
NGEF,2
MYBPH,1
IL15,2
SESN1,2
MTNR1A,0
MDH2,2
NID2,2
SGCD,2
MRPL24,2
FAM20B,2
HNRNPUL2-BSCL2,2
UNC45B,0
ARPC1B,2
PPP1R1C,1
SLC45A1,2
PARN,2
FAM102B,2
IRF2BPL,2
CRISPLD2,2
SGK494,2
CCDC106,2
SGPL1,2
COASY,2
NMNAT3,2
ATP11B,2
IQCF1,1
BIN1,2
SOSTDC1,0
COPS5,2
CCDC15,2
RAB11FIP1,2
HSD17B13,2
KPTN,2
ZNF512B,2
LBH,2
DHX32,2
IFT88,2
MDS2,2
JAKMIP2,2
TADA1,2
NSMCE4A,2
SYF2,2
FRS2,2
SYNDIG1,2
GPR176,2
MAML2,2
TSTD3,2
WNT5B,2
GVQW2,2
RPS8,2
AKR1C1,2
SENP3-EIF4A1,2
GPATCH11,2
PECAM1,2
KLF5,2
MAP3K13,2
VRK2,2
FAM24B,2
GATA1,0
B3GLCT,2
PNP,2
MPHOSPH9,2
EDEM3,2
PPP2R2A,2
SELENOM,2
PKDREJ,2
PYHIN1,2
MGST1,2
TMED2,2
CD244,2
AMOT,2
NBL1,2
LRRC49,2
MYT1,1
EIF4H,2
DNAJC22,2
ZNF235,2
BTF3L4,2
SLC25A16,2
UBASH3A,2
VGLL3,0
RSL24D1,2
BIRC3,2
MED25,2
PREP,2
SRD5A2,1
TTC32,2
EXOC7,2
AQP4,0
TTC39B,2
MYOZ1,2
EPCAM,2
CCL3L3,1
HLA-DMB,2
BOK,2
PSMD10,2
CLSTN3,2
ZNF793,0
C6ORF120,2
SOX21,1
KCTD20,2
UBQLN1,2
DOCK5,2
PRDM2,2
CARD8,2
RAB33A,2
B3GAT3,2
ZNF318,2
LPXN,2
C8ORF76,2
LZTFL1,2
CCDC183,2
C10ORF113,1
ARL5B,2
P3H3,2
BRD7,2
C2ORF49,2
FAM208B,2
TAF13,2
MSMB,1
CEBPE,0
KRTAP3-3,1
FAHD1,2
TTF1,2
IFIT2,2
NPTXR,0
SLC26A4,2
CSRNP2,2
NR2F1,2
GLRB,2
TTC8,2
PARD6G,2
ARID5A,2
DACH2,0
CEP135,2
FRMPD2,1
SH3BP5,2
CLEC6A,1
ELL2,2
C6ORF222,2
ZNF566,2
ICAM1,2
CTR9,2
DNPH1,2
HS6ST1,2
ROM1,2
ZFP62,2
RNF25,2
ANKLE1,1
KHDRBS3,2
SPTBN4,0
FKBP2,2
ZCCHC2,2
KLHL38,0
AES,2
TRIM6,2
VGLL4,2
FCHSD1,2
SRP68,2
VPS37D,2
DUSP22,2
SYN3,1
DNASE2,2
SKP1,2
ALX1,1
KNDC1,1
VIPAS39,2
XYLT2,2
BST2,2
RPP21,2
DAW1,1
RPL24,2
KCNA4,0
NEUROD1,0
TUBB2B,0
INSL4,1
ORAOV1,2
IL18RAP,2
RGS12,2
SYNJ2BP-COX16,2
VAX1,1
ERG,2
DPP10,0
SAA2-SAA4,1
IFNGR1,2
TSPAN9,2
ST3GAL6,2
ZNF574,2
RUBCN,2
LPAR5,2
SLC34A1,1
BCL7B,2
MCFD2,2
RAB8B,2
CELA1,0
FOXJ2,2
RPS12,2
SERBP1,2
MRPL51,2
ADAL,2
CCDC184,2
ADAMTS9,2
FUT9,0
CEP170B,2
CADM1,2
SDF2L1,2
SBNO1,2
CRIM1,2
SOAT2,1
ATP5H,2
BUD31,2
LTBP2,2
ATRIP,2
IL37,1
TBX18,1
MRPL13,2
AFG1L,2
CLK1,2
MRLN,1
PPIB,2
MTURN,2
CD300LB,2
MAS1,1
COX6B2,0
TAF6,2
ZNF23,2
NT5C1B,2
MICU1,2
RBM12B,2
ZFHX4,0
C12ORF65,2
TEX43,0
SPTSSA,2
SLC9A6,2
ARL9,1
PNMA8C,0
BAG4,2
MREG,2
G3BP2,2
BAX,2
AC113554.2,1
TPR,2
FUT7,2
ADGRB1,2
XKR8,2
OTUD3,2
RNF207,2
ALG10,2
TBC1D10C,2
C6ORF201,2
HSPA14,2
ATP5J2,2
IGFBP7,2
HS6ST3,0
JMJD7-PLA2G4B,2
CRYBB1,2
PHYHIPL,1
TOR3A,2
FAM183A,1
CCDC70,1
TMEM42,2
POLN,2
VBP1,2
SMIM22,2
CD164L2,1
HAT1,2
SIRT3,2
STXBP3,2
JMY,2
CCDC87,2
KLKB1,2
TRPM7,2
MGAT5B,0
SPRYD4,2
PTPN11,2
GOLGA6L9,2
FKBP1A,2
TCP10,0
RNF44,2
MORF4L1,2
DNTTIP2,2
FGD6,2
MPHOSPH6,2
IL1RL1,2
ATP13A3,2
AL512785.2,0
RAD9A,2
MRPL32,2
RHOT2,2
LRRTM3,0
RPEL1,1
SDCCAG8,2
C11ORF71,2
OR2C1,0
SUFU,2
SORL1,2
CNOT10,2
COX6A1,2
B4GALNT1,2
CLEC18B,1
ELOVL3,1
ZSCAN26,2
EIF1B,2
RCHY1,2
HSF2,2
ANKK1,1
TMEM109,2
EEF1A2,0
MVK,2
KLRF2,0
ALAS2,0
APBA3,2
LPIN3,2
PEAR1,2
ZNF680,2
ARHGAP24,2
LMOD3,1
PIK3CB,2
FAF1,2
BMPR2,2
SIN3A,2
DHRS4L2,2
KRIT1,2
TULP4,2
TAF10,2
TTLL5,2
OPA3,2
WFIKKN2,0
SCAMP4,2
MROH7,2
SOAT1,2
MVB12B,2
ATMIN,2
GOT2,2
KYNU,2
TFRC,2
GALNT1,2
BCL7C,2
LINC00694,0
PHF21A,2
TMEM190,1
UNC13C,0
ZXDB,2
ECM2,2
EID2B,2
DUSP13,1
MTRNR2L12,0
KDM3A,2
SLC52A3,2
FRZB,2
PLA2G2D,0
ZXDC,2
CD3D,2
MYO18A,2
CSAG3,1
CEBPZOS,2
AC005726.2,2
LRRC74A,1
TMSB15A,2
LAPTM4A,2
MAPRE3,2
MANBA,2
AP1G2,2
OXT,1
SPATA21,1
INO80E,2
RAB3B,0
SON,2
TECPR2,2
SLC35F5,2
REEP1,0
LHX3,1
TACR3,0
AC068775.1,2
CCND2,2
ANAPC16,2
FAM199X,2
POLDIP2,2
TPRN,2
AHR,2
ANKRD40,2
GPC4,2
DDX41,2
SLX1A,1
NOS1AP,2
ZNF589,2
NFAT5,2
KCTD21,2
GK,2
HTR2C,1
POGLUT1,2
HMX2,0
RHOG,2
UNC13B,2
PEX3,2
IDH2,2
ARSE,2
DYRK1A,2
SLC39A1,2
PRR14,2
WIPI1,2
NAGK,2
C9ORF135,0
FZR1,2
RAB11A,2
MFAP3,2
EFHC1,2
ATP5I,2
NLRX1,2
COLEC10,2
ZNF467,2
CTF1,2
SLC35E2B,2
NCKAP5,2
C7ORF49,2
ZNF354A,2
SMNDC1,2
DPY19L4,2
TRAM2,2
FAM171A2,2
PCDHGA9,2
SEPT3,2
ENSA,2
FBXW8,2
AIFM3,2
ZNF449,2
SERPINB9,2
NUDT8,2
BBS12,2
NFKB1,2
NDUFB8,2
BAG2,2
CPSF4L,2
FZD7,2
ADRB1,0
RAP2A,2
ZNF771,2
NOXO1,1
UGT3A2,0
PYDC1,1
ZNF558,2
ZNF668,2
PIGM,2
TDRP,2
SERINC3,2
FBXO25,2
DNAJC15,2
OR2B6,1
ASAH1,2
MRPL23,2
GPX8,2
SEPT10,2
TERB1,1
ST20,2
CELF2,2
ZNF721,2
RBM33,2
RHOBTB1,2
CHCHD7,2
SERHL2,2
ZNF157,0
CYB561,2
FAM193A,2
CHD3,2
MRPS10,2
SLURP1,1
RINL,2
N6AMT1,2
C9,1
ACSM4,0
STK32A,0
EGLN2,2
RNLS,2
NKX6-3,1
ZNF768,2
MVD,2
DNAJC25,2
ZNF93,2
C14ORF80,2
TRPS1,2
SLC13A5,1
GLUD2,2
LAMP3,2
NLRC4,2
PDPK1,2
CT83,1
MRPL11,2
INTS6L,2
TRIM32,2
TANGO2,2
EFCAB7,2
ZYX,2
ERGIC2,2
KDM8,2
IL13,1
KIAA0141,2
TAF15,2
NT5C3A,2
AIG1,2
PPP1R26,2
UCHL5,2
EPG5,2
TBX1,2
SYPL1,2
BCL2L10,2
ZSCAN2,2
ACOD1,1
ATP9B,2
RBL2,2
IQSEC3,2
LLGL1,2
RTFDC1,2
SRGAP2,2
TBC1D14,2
CDK2AP1,2
LYRM9,2
CCDC170,2
SPDYE3,2
ATP13A2,2
MYMK,1
RASGEF1A,1
SLC25A2,1
ASTN2,2
IREB2,2
ECHDC2,2
CCDC168,1
SLC26A7,0
RPL11,2
KRT36,1
ZNF225,2
ZNF552,2
CNTN6,0
BTNL2,0
SUSD3,2
UNC93B1,2
CCDC188,2
APCDD1L,0
ATF4,2
SERTM1,0
MED26,2
PNPLA1,1
CYB5D2,2
CFAP53,2
TM6SF1,2
NOTCH4,2
GNG10,2
SLC39A4,2
ZNF165,2
RPL36AL,2
KIAA1328,2
PCDHGB7,2
TMEM181,2
GXYLT1,2
KBTBD4,2
RALGDS,2
ISM1,1
KANK4,0
GAL,1
GOLGA8K,0
ABCB8,2
ZMAT2,2
NHLRC3,2
TBCA,2
LIG4,2
CEP295NL,0
M6PR,2
CCER2,1
THOC7,2
EIF2B1,2
RFX3,2
TNIK,2
TRAPPC2,2
ATP6AP1,2
DDX1,2
PPIE,2
FCRL6,0
LRIF1,2
GULP1,2
CSTB,2
PURG,2
CXORF40B,2
ERG28,2
ZNF620,2
PLCXD2,2
TCHH,2
PPP1CC,2
DGUOK,2
PHACTR1,2
MKL2,2
BNIP2,2
MRPL19,2
MAGEE1,2
STPG3,2
URM1,2
DOK6,2
GALNT14,1
CD7,2
RPL21,2
KPNA3,2
NABP1,2
MON1B,2
PPIC,2
PSMD5,2
SKIL,2
OPCML,1
RFFL,2
VPS37A,2
BANF2,1
ZNF816,2
RAPH1,2
TSSK6,2
SFTPA2,0
PEX11G,2
BCO2,2
STAC2,0
MLIP,0
NBDY,2
STX11,2
ITGA3,2
PKNOX1,2
AC025165.3,2
MORC3,2
ZCCHC9,2
MRPL47,2
EEF2,2
ZSCAN23,0
ALPP,1
PCDHGA4,2
TMEM131L,2
TEX29,2
GRAMD1B,2
DCLRE1C,2
ATOX1,2
ANKRD46,2
NOD1,2
NMBR,0
NXF1,2
MRPL2,2
PICALM,2
CS,2
PPP1R32,2
TACO1,2
AHCTF1,2
HIST1H2BL,1
C18ORF25,2
PDE8B,2
FXR2,2
TP53I13,2
MRRF,2
ZP1,2
CATSPERZ,1
CNPY1,1
TRAPPC11,2
STS,2
TMEM27,2
ENO4,2
ATP6V1E1,2
ZNF460,2
SEC13,2
FAM228B,2
HAUS1,2
FGL1,1
RABGAP1L,2
TRAF1,2
ZKSCAN2,2
CEACAM6,2
ZSCAN10,1
ZNF714,2
RORC,2
AL049839.2,0
CCR5,2
FAM155B,1
NNMT,2
BTG2,2
ZNF66,2
VDAC1,2
PSTPIP2,2
NPIPA5,2
WBP11,2
TRPV6,1
ZRSR2,2
KCNQ4,2
FAM114A2,2
PHF21B,0
TAF12,2
RPLP1,2
GLB1,2
MPL,2
PARP12,2
RNASE4,2
ZBTB5,2
TRAM1L1,2
ARIH2OS,2
EVC,2
GEN1,2
MEOX2,0
TLR8,0
CUEDC2,2
C21ORF91,2
NHLRC4,2
SPOCK2,2
LRRC70,2
RGS3,2
ADGRF2,1
CHERP,2
HEXDC,2
SNX7,2
GSE1,2
KLHL18,2
DLL4,2
C11ORF58,2
FAM162B,2
RAB40A,2
PPP1R3B,2
BRCC3,2
UBE2H,2
SH2D4B,1
PDXP,2
RBM8A,2
APOBEC3D,2
STX3,2
KRT78,1
CES4A,2
FAM159A,2
SLAMF6,2
PLA2G4F,2
HTR3C,0
CBLL1,2
HMGN1,2
SMIM4,2
CYP1A1,1
KLHL8,2
PTPRS,2
PITX3,1
SMURF1,2
RAB43,2
RNASEH2C,2
SETX,2
EDRF1,2
NUTM2F,1
XCL1,0
PSMC4,2
KRTAP4-1,2
LTF,2
DHRS13,2
ZNF525,2
RFLNB,2
ID3,2
CLEC16A,2
TIMM17A,2
BLMH,2
TMEM62,2
SLC4A1,0
S100A9,2
ZNF507,2
TEX48,1
SDC2,2
SPSB1,2
ZNF688,2
PTGFRN,2
NDUFB11,2
ZGPAT,2
HSPA1B,2
C11ORF70,2
WNK3,2
ZNF785,2
PGS1,2
MAP1LC3B,2
NARS,2
ADAT1,2
DFNB59,2
VTA1,2
MAP3K15,2
SLC37A1,2
NF2,2
JRKL,2
POLR2L,2
GLYATL3,0
MDM4,2
ACKR3,2
SMAD2,2
PHAX,2
KCNJ5,2
1-Dec,1
UBN1,2
SPATA6,2
ZUFSP,2
COPS9,2
NKX2-2,0
PDGFB,2
ATOH1,0
C1QL4,1
ARIH2,2
MED14,2
HBS1L,2
ZNF625-ZNF20,0
SELENOK,2
SUN3,1
FAM153A,0
TOMM70,2
KIAA1755,2
PSMF1,2
SDR42E1,2
APBA2,2
SEC24B,2
KLRC4-KLRK1,0
SPIN1,2
RILPL1,2
ACHE,2
LTA4H,2
ZNF423,2
CRACR2B,2
ERC1,2
ARMC5,2
MCRS1,2
HNRNPUL2,2
AHNAK2,2
ASB18,1
AP2S1,2
SGSM3,2
ST3GAL4,2
SUPV3L1,2
AK1,2
MDN1,2
FAM133B,2
HOXC8,1
MRPS5,2
AQP3,1
EPHA4,2
ZNF628,2
PCF11,2
BECN2,1
HYOU1,2
MED19,2
OR1J4,1
CCDC25,2
ZNF274,2
ITIH3,2
PPT2-EGFL8,2
ATP6AP1L,2
INTS11,2
SMAD5,2
SWT1,2
CER1,1
FAM25A,1
C19ORF73,2
ZNF784,2
SLC35C1,2
LAMP1,2
PITPNM2,2
ZNF496,2
GPBAR1,2
IFT80,2
TNFRSF21,2
MEIOC,2
GALNT9,1
ZDHHC2,2
GDF5,0
USP49,2
ARFRP1,2
PRL,1
SMARCA1,2
RPAP1,2
THOC1,2
CAGE1,1
FGFBP1,2
EMC1,2
FAM149A,2
ELOA,2
COL16A1,2
DDB1,2
DEXI,2
ZNF442,2
OLFM2,2
CCDC166,1
RPL3,2
RPL36A-HNRNPH2,1
PIGA,2
OAS2,2
EPHB6,2
TMEM65,2
CCDC36,2
CEACAM16,0
KLF7,2
ENPP5,2
LRRN1,1
ADM5,2
AC002310.5,0
BLCAP,2
STX7,2
NRBP2,2
PPP1R37,2
INIP,2
SCFD2,2
PPP5D1,2
PKD2,2
CARD19,2
LMNTD1,0
HIPK2,2
LILRB1,2
TOM1,2
LDLRAD4,2
SOX7,2
USP34,2
USP21,2
PIPOX,1
HRG,1
NKX6-1,1
TSGA10,2
ELL3,2
MNS1,2
GADD45G,2
FAM13A,2
IFFO1,2
EIF2AK2,2
HOXB9,2
ZNF717,2
TBCEL,2
COIL,2
PKP3,2
DGKE,2
ARL15,2
ZSWIM5,2
HLA-C,2
PRDM15,2
NBN,2
KMO,2
ZNF257,0
FAM210B,2
AUTS2,2
LARS2,2
SLC24A3,2
INTS5,2
ZC3H18,2
MPO,2
PTBP3,2
MED24,2
PPP4R3A,2
MEA1,2
FAM69A,2
RGS7BP,2
AXDND1,0
TRIM45,2
HNRNPCL1,1
NOSTRIN,2
SLC38A8,1
AGER,2
SP100,2
PCGF2,2
COG6,2
CSNK1G1,2
CFAP36,2
USP33,2
TIGD7,2
RC3H1,2
PLEKHD1,1
NPIPB11,2
CYP4F22,2
FUT3,2
GCGR,0
C19ORF44,2
SMC5,2
ACSM3,2
RPS6KA4,2
TENM2,0
ZNF660,2
GTF2IRD2B,2
IKZF2,2
ASPRV1,2
SCNN1D,2
G2E3,2
ZNF277,2
PIGQ,2
ATP6V1H,2
PMEL,2
P2RY11,2
CCNT1,2
TTLL10,2
ATF7IP2,2
FBXO7,2
RAB34,2
PRTFDC1,2
CRYBA2,0
KIAA1456,2
ADAD2,0
NOMO1,2
RPS28,2
ZNF324B,2
CCL4,2
PPP1R3D,2
SLC27A1,2
CCNC,2
PSMD3,2
C14ORF39,0
LRRTM4,0
AL080251.1,1
MC3R,1
MC2R,1
CBLN1,1
GPR65,2
ATP10B,2
MYO3A,0
MMACHC,2
MFSD14B,2
TPST2,2
FAM172A,2
FCAMR,2
ITGA1,2
PDHB,2
SP1,2
TMEM57,2
SUCO,2
FCGR3A,2
GPC5,0
RIT1,2
SRSF12,2
TRIM31,2
TIGD5,2
SPRY1,2
DUOX1,2
PIGB,2
SWAP70,2
PTOV1,2
KCNN1,2
IK,2
ZNF18,2
CD1B,1
DIAPH1,2
CLEC2B,2
OPRL1,2
IL9R,2
C8ORF4,2
USP16,2
MSN,2
NCF4,2
COPZ2,2
CHRNB2,0
GSTM1,0
TOPORS,2
FNDC5,2
CPNE4,0
WHRN,2
SDR16C5,1
RASAL3,2
HKDC1,2
RAD21,2
PHF1,2
HDHD3,2
GFER,2
DRC1,1
PRPF39,2
DCAF4,2
TPM3,2
TOR1B,2
RBM41,2
BLOC1S4,2
POU5F2,1
RRH,2
FBXO47,1
FAR1,2
TIMP2,2
ARHGAP4,2
OCLN,2
CUL3,2
NOTCH2,2
AC008770.2,1
RNF113B,1
RPS6KB2,2
PCDHB8,1
HCN3,2
TAF6L,2
RTCB,2
C11ORF42,2
AK8,2
ZNF718,2
TAF1L,1
BGLAP,2
CLDN19,0
FNTB,2
IL15RA,2
CPT1B,2
TFEB,2
FAM185A,2
ACSL5,2
ZDHHC6,2
IL33,2
INTS3,2
TIMM21,2
SLC25A6,2
WWC3,2
SMCO4,2
ANKFN1,1
PSD2,2
RAB5C,2
ZNF627,2
RBP7,2
TACC1,2
RFXANK,2
RAB3IP,2
RXFP1,2
PDXK,2
TBC1D2B,2
ZNF331,2
CRYL1,2
CORO7,2
TPRG1,2
DIRAS3,2
GFI1,2
MSH5-SAPCD1,2
ZNF425,2
C9ORF24,2
SPTLC2,2
NDEL1,2
LCTL,2
RFPL2,1
CBX5,2
ZNF625,0
S100A14,2
KRT3,1
TCAP,2
HOXA11,2
ATP5E,2
GTF2E1,2
METTL8,2
NME4,2
ARSI,2
MCUB,2
CTDNEP1,2
TAF1,2
ZNF286A,2
ZNF562,2
EI24,2
DDB2,2
GAS2L3,2
PFKFB4,2
ALDH1A1,2
ZNF311,2
HACD1,2
SUZ12,2
PHF23,2
NUDT15,2
SMG7,2
ARHGEF17,2
CASC4,2
STK35,2
SH3GL3,0
PI4KB,2
FKTN,2
GOLPH3,2
IFIT1,2
NOTCH1,2
SKIV2L,2
NDUFAF4,2
UXT,2
CCDC122,2
ADORA2B,2
FAM229B,2
GNB4,2
MYO1B,2
PRRX2,2
IPO8,2
ZBED4,2
REG3G,1
RASGRF2,2
CDCP1,2
CHRAC1,2
RAB2B,2
SH2D3C,2
ARL13B,2
AL121594.3,2
BCAR1,2
SAMD5,2
ARL8B,2
AMZ1,2
WFDC13,1
DLG4,2
EXOC4,2
NID1,2
HGS,2
ZNF763,2
AQP12B,0
ZNF705A,1
SLC2A4RG,2
ZBTB41,2
AIMP2,2
CACNG1,1
CDC23,2
LRRC27,2
SLC34A2,1
UQCRHL,2
OFD1,2
C1ORF87,1
FASLG,2
ZNF770,2
LRIT3,2
ZNF385C,2
ZNF853,2
CLC,0
NRDE2,2
GLRX5,2
PREX1,2
DLEC1,2
VMP1,2
XPO6,2
ALDOB,1
NDUFAF6,2
KDM5C,2
ANXA5,2
MSANTD2,2
FAM221B,2
PRB1,1
SELENOW,2
PLA2G2E,1
QRICH2,2
C1GALT1C1,2
RCVRN,2
CD6,2
SAMD9L,2
SEMA6C,2
4-Mar,2
CFAP69,2
PCDHB3,2
ARSJ,2
HERC5,2
GANAB,2
TUBGCP6,2
NUP54,2
MAGEB2,1
ATP8B3,2
ARMCX2,2
AC099329.3,2
SLC50A1,2
FAM135A,2
STK38,2
DNASE1L1,2
THOC5,2
NSD2,2
METTL2A,2
GK5,2
CABP4,2
CSAD,2
EP400,2
FAM178B,1
RBM44,2
SHC2,2
ZNRF1,2
CARMIL1,2
ACSS1,2
PELI1,2
OSBPL7,2
XAGE2,1
FFAR4,2
GOLGA8H,2
CCNK,2
ZNF404,2
CALML5,1
UBAC1,2
DAPK2,2
RAC2,2
MAP1S,2
SLITRK5,0
AL590560.1,1
TMEM14A,2
MTMR14,2
SFN,2
BRDT,1
PIGC,2
KRT84,1
EIF2B2,2
ZNF843,2
FH,2
GGNBP2,2
IFNLR1,2
TRIM2,2
CORO1A,2
HSBP1,2
PI4K2B,2
NOX1,2
C8ORF48,2
SIRT1,2
SNED1,2
OTC,0
ADCYAP1,0
ADGRV1,2
EIF4G1,2
CBS,1
COA7,2
AL049779.1,1
AGTR2,0
BRD4,2
ANKHD1-EIF4EBP3,2
LY75,2
MEAF6,2
FBXW4,2
LHFPL6,2
PUS10,2
HNRNPR,2
CXORF36,2
MYOM2,2
NDUFA4,2
SELE,2
BTBD10,2
PAK1,2
PRR35,1
CNTNAP4,0
LAG3,2
TFEC,2
SNX15,2
LTA,2
LYRM2,2
DTD2,2
NAGS,2
SIN3B,2
CCKAR,0
PIGV,2
ZBED3,2
PARP6,2
SULF2,2
MRPL14,2
ATPIF1,2
SMIM8,2
ANXA9,2
SELENOT,2
LINC00094,2
ZNF891,2
GSK3B,2
TCERG1L,2
ZAR1,1
NFKB2,2
TRIM69,2
ARG1,2
MTRNR2L13,0
FAM184A,0
CENPS,2
FST,2
ZNF33B,2
MTSS1,2
SLC40A1,2
ART3,1
ZNF662,2
AP2A2,2
PRKCH,2
SCLT1,2
ZNF608,2
CSN1S1,0
CBX1,2
SLC16A7,2
LMNTD2,2
HTR2A,2
AL845331.2,0
CEBPG,2
AC090004.1,2
MADD,2
ITLN2,1
CLCN6,2
ZNF521,2
PGLS,2
CLIC6,2
ZNF428,2
FAM151B,2
PSMD11,2
HIP1,2
SMPD2,2
CDC42EP5,2
GPHN,2
SLFNL1,2
AIF1L,2
MORN2,2
PABPN1,2
CIZ1,2
CHAMP1,2
PRRT4,0
MAGEC1,1
RFX7,2
UBE2A,2
HIRA,2
ADIPOR1,2
MAP9,2
STX17,2
SAP25,2
FAM174A,2
TEAD1,2
ZNF20,2
RHPN2,2
NOA1,2
COG5,2
TMEM18,2
INTS6,2
AVL9,2
STX2,2
ELOF1,2
LRRC25,2
INO80B-WBP1,1
KCNK12,2
RCOR1,2
NDUFA6,2
AC073896.1,1
FAM196B,1
RFX2,2
ADAMTS20,1
DZANK1,2
UBE2V1,2
PPFIA1,2
CAPRIN2,2
RNF115,2
DGCR6,2
ZBTB14,2
AC093525.2,1
CASS4,2
MAN1B1,2
ZFYVE21,2
SULT1C3,1
GSTO1,2
GATA2,2
PHF11,2
BCL11A,2
CALCOCO1,2
LDLR,2
TARDBP,2
DNPEP,2
ZNF789,2
SPDYE5,2
RAB1A,2
CRYGN,2
LRRC8D,2
AGBL4,1
C1ORF122,2
RBBP4,2
ATP6V1G1,2
PCTP,2
TBP,2
SNX25,2
C17ORF67,2
FOLH1,2
UBIAD1,2
AGMO,0
VWA3A,2
HSPA1A,2
UTRN,2
CDH16,1
EAF1,2
B4GALT6,2
RAX,1
SMTNL1,2
GPRC5A,2
ARHGAP6,2
NTN5,2
GUF1,2
SNAI3,2
NDUFS5,2
UIMC1,2
ETAA1,2
AKR1B1,2
CENPC,2
TRAF4,2
TMEM262,2
ZNF493,2
OPHN1,2
ZNF701,2
TYK2,2
B3GNT2,2
EPN2,2
RASSF4,2
MCEE,2
RBM11,2
CHDH,2
COMTD1,2
MED6,2
TRAPPC12,2
HLA-G,2
NPIPB3,2
RNF212B,2
KCNA2,0
IVD,2
HACL1,2
SOCS1,2
PLA1A,2
PTGS2,2
KIR3DL2,0
PTP4A2,2
ARL6IP1,2
ATG4B,2
SLC2A3,2
RBM14-RBM4,2
RING1,2
LRRFIP1,2
IL18BP,2
LARP4B,2
MLLT6,2
FASTKD1,2
PRICKLE1,2
UGT1A4,0
SATB1,2
SHKBP1,2
SELP,2
BCL2A1,2
HSPE1-MOB4,2
DUSP5,2
NEDD4,2
GNL1,2
ISY1,2
WBP4,2
SELENOO,2
FGF4,1
NOXA1,2
CLCN3,2
NLRP3,2
DGKQ,2
CGA,1
LDAH,2
HIC1,2
S100PBP,2
SCRN3,2
ART5,1
BBIP1,2
BCLAF3,2
SCMH1,2
DNAJB11,2
CHIT1,1
DCHS2,0
TAF7L,2
CCDC74B,2
COMMD6,2
PCBP2,2
NDUFAF3,2
UBQLNL,2
TRMT10B,2
SLU7,2
SIRPG,2
DNASE2B,2
WDR60,2
BET1,2
HECTD4,2
SNTN,2
IL17D,2
PANK4,2
NEURL2,2
HSPA12B,2
UCP1,1
PKN2,2
TMEM238,2
C11ORF16,2
SLC35B4,2
PMVK,2
PTGER2,2
AKR7A2,2
MINDY2,2
PKD2L1,2
RIN3,2
JKAMP,2
FAM9A,1
GTF2H1,2
BTN3A2,2
GDPGP1,2
SSR2,2
PHF13,2
KCNS1,1
C1ORF53,2
TTC9B,2
SIK2,2
NPIPB15,1
CD2,2
ATP1A4,2
FAM156B,1
NUMA1,2
GLIPR1L2,2
LRP12,2
PCGF6,2
FOXJ1,1
GDF6,0
RNASET2,2
MFAP1,2
LAMTOR5,2
WDR86,2
C6ORF203,2
CLEC19A,0
TUSC5,0
HNRNPK,2
ELAC2,2
MAGEF1,2
ITPK1,2
DLAT,2
PLBD2,2
SUMF1,2
ZNF541,1
ZNF283,2
SERPINA5,2
OR1F1,1
GAL3ST4,2
BTAF1,2
NUTM2G,2
VAMP3,2
ERICH6B,2
PLA2G15,2
ZFYVE19,2
C10ORF62,1
SAMHD1,2
CCDC181,2
GJA5,2
NCCRP1,0
FAT1,2
EPO,1
SAGE1,1
ACSM2B,0
VSTM2L,1
DRAXIN,2
RANBP6,2
MICALL2,2
HIST1H2BB,1
PVALB,0
YTHDF3,2
TFAP2C,2
FOXD4L4,1
CD300A,2
RFLNA,2
ZNF782,2
HBZ,1
TMEM187,2
TMEM245,2
ZNF492,0
NATD1,2
CHN1,2
MRPL16,2
HLA-B,2
STK10,2
TSPAN31,2
PPWD1,2
CMPK2,2
SLC48A1,2
TMEM44,2
TGFBR2,2
ATL3,2
KCNC4,2
AC018630.6,2
BRINP2,0
FBXL14,2
RMDN1,2
PAPLN,2
AC011511.1,2
SEC11C,2
PDCL3,2
CDKL4,1
GALNT2,2
CRYGS,2
PTCHD4,1
LRP1,2
GPRC5B,2
MYRFL,1
FBXO42,2
FOXB1,1
KEAP1,2
PNMT,2
LMO1,0
TANC1,2
C5,2
MRPL38,2
HMOX2,2
RAB29,2
MAMDC4,2
TNFSF14,2
PM20D2,2
RNF41,2
LAIR1,2
TMEM30A,2
SMG8,2
RBM42,2
NR2F2,2
PANK1,2
KANK3,2
DUT,2
C11ORF87,1
AKAP11,2
TUSC1,2
CCDC66,2
TTC17,2
FZD2,2
TRIB2,2
ABHD12,2
C9ORF152,2
SACS,2
KRTAP10-4,1
C12ORF49,2
OR1J1,1
FRY,2
ADRA1D,2
ERCC1,2
PCYT1B,0
GTF2I,2
GMPR2,2
