genes,log2FoldChange_0,log2FoldChange_1,log2FoldChange_2
MKRN2,0,0,1
ATP6V1E1,0,0,1
VPS25,0,0,1
MEGF9,0,0,1
OR2T8,1,0,0
ATP9B,0,0,1
RASL11B,0,0,1
KDELR3,0,1,0
SPTAN1,0,0,1
EVC2,1,0,0
PITX1,0,1,0
TMPPE,0,0,1
SLC43A3,0,0,1
NIM1K,1,0,0
PSMA7,0,1,0
CSNK1D,0,0,1
GBX1,0,1,0
SPON2,0,1,0
CYP26B1,1,0,0
N4BP1,0,0,1
RIMS1,1,0,0
TESC,0,1,0
VWA5A,1,0,0
GPANK1,0,0,1
CCL25,0,1,0
TMED5,0,0,1
MYOCD,1,0,0
SRPRA,0,0,1
ZNF625-ZNF20,1,0,0
PKMYT1,0,1,0
PAN3,0,0,1
INTS2,0,0,1
ADH1C,1,0,0
CLDN11,1,0,0
GOPC,0,0,1
ADRA2A,1,0,0
CDH19,1,0,0
DNASE1L3,1,0,0
NECTIN4,0,1,0
GLMN,0,0,1
SIGLEC14,0,0,1
TRIM34,0,0,1
HIST1H3E,1,0,0
ARPC5L,0,0,1
PUSL1,0,1,0
ZNF667,1,0,0
SAMD4B,0,0,1
DERL2,0,0,1
MAPK7,0,0,1
TMEM88B,0,1,0
TMPRSS15,0,1,0
CCDC152,1,0,0
YWHAG,0,0,1
FCRL3,1,0,0
FGGY,0,1,0
NRROS,0,0,1
MARK4,0,0,1
PDCD2,0,0,1
METTL3,0,0,1
ENTPD2,0,0,1
MAPK11,0,0,1
MRPL52,0,0,1
SSPN,1,0,0
GLDN,1,0,0
ZNF429,0,0,1
PSORS1C2,0,1,0
FCMR,1,0,0
MKRN2OS,0,0,1
MEX3D,0,1,0
PGD,0,0,1
CLDN20,0,0,1
ALPI,1,0,0
TRIM71,0,1,0
ZC3H13,0,0,1
NIPA1,0,0,1
PCK2,0,0,1
SYNPR,0,1,0
FICD,0,0,1
SH3TC2,0,1,0
IREB2,0,0,1
FASTK,0,0,1
ASPHD1,0,1,0
NUP62CL,0,1,0
RPP21,0,0,1
IFNE,0,1,0
STARD9,1,0,0
TONSL,0,1,0
EPHA3,1,0,0
ZPR1,0,0,1
UGT2B15,1,0,0
MYO9A,0,0,1
PCYT1B,1,0,0
EPAS1,1,0,0
NAT2,1,0,0
BPIFB4,0,1,0
SLC16A13,0,0,1
STC2,0,1,0
KHK,0,0,1
NATD1,0,0,1
BIRC2,0,0,1
RERG,1,0,0
ARPIN,0,0,1
AHSA1,0,0,1
FILIP1,1,0,0
ASB18,0,1,0
ZNF629,0,0,1
KRT15,0,1,0
TSHR,1,0,0
LHX1,0,1,0
TXK,0,0,1
AC010522.1,0,0,1
RAD23B,0,0,1
TRAF1,0,0,1
SLC8A3,1,0,0
SARS2,0,0,1
RABGEF1,0,0,1
DENND1C,1,0,0
UGT2B4,0,1,0
C8ORF37,0,0,1
KIAA2012,0,1,0
SPAG7,0,0,1
FOCAD,0,0,1
MAN1B1,0,0,1
ZNF106,0,0,1
SVEP1,1,0,0
SNRPN,0,0,1
C16ORF86,0,0,1
TSTD3,0,0,1
SLC25A32,0,1,0
TMTC1,1,0,0
TPPP,0,0,1
MRPL30,0,0,1
SPSB1,0,0,1
ZNF184,0,0,1
THOC5,0,0,1
ZNF703,0,0,1
GRIA1,1,0,0
TMIGD1,1,0,0
ZNF449,0,0,1
HECTD1,0,0,1
MDFIC,0,0,1
DNAJC11,0,0,1
HM13,0,1,0
TATDN3,0,0,1
TIGD7,0,0,1
PLGRKT,0,0,1
CBWD2,0,0,1
PPP6R3,0,0,1
GNG8,1,0,0
CCDC170,0,0,1
GRHL2,0,0,1
CCDC85A,1,0,0
RBMX,0,0,1
CHERP,0,0,1
NDUFAF6,0,0,1
P2RX6,0,0,1
SUSD2,0,0,1
ZNF324B,0,0,1
STK24,0,0,1
DIO2,0,1,0
TBC1D9,1,0,0
MAPK6,0,0,1
ALKBH5,0,0,1
SENP5,0,0,1
WFDC13,0,1,0
TNFSF4,0,1,0
PRKAR2B,1,0,0
PMS2,0,0,1
RAB3IP,0,0,1
MLKL,0,0,1
TMEM176B,0,0,1
ZBTB5,0,0,1
TSPAN2,1,0,0
NPTX2,0,1,0
CCAR1,0,0,1
PAGE1,0,1,0
TACC2,0,0,1
HUS1B,0,0,1
SLC35F5,0,0,1
ZC3HAV1,0,0,1
TUBA4A,0,0,1
SH3BP4,0,1,0
HK1,0,0,1
SPRR2D,0,1,0
RGS6,0,0,1
TMEM186,0,0,1
PTPN4,0,0,1
MINDY4,0,1,0
XPO6,0,0,1
NDUFS1,0,0,1
SEPT11,0,0,1
C7ORF73,0,0,1
REEP2,1,0,0
MYBPC2,1,0,0
CDC23,0,0,1
RBM6,0,0,1
CYP4F22,0,0,1
ACSM2B,1,0,0
BCL11A,0,0,1
MAP2K4,0,0,1
RASGEF1A,0,1,0
ELF4,0,0,1
NBEA,1,0,0
SH3GLB2,0,0,1
MXRA8,0,0,1
DCLK3,0,1,0
FYB1,1,0,0
POU3F2,0,1,0
WDR1,0,0,1
RANBP2,0,0,1
ASIC4,0,1,0
SPRR1B,0,1,0
USP5,0,0,1
ATP8B4,1,0,0
TMEM117,0,0,1
FBL,0,1,0
SLC16A9,1,0,0
KCTD1,0,0,1
GBX2,0,1,0
UTP15,0,0,1
BTAF1,0,0,1
POMT2,0,0,1
VENTX,0,1,0
PLEKHG4B,0,0,1
ZNF507,0,0,1
ATAD5,0,1,0
SPARC,0,1,0
IL2,1,0,0
STON1,1,0,0
MSL3,0,0,1
PRSS1,0,1,0
SOCS1,0,0,1
C11ORF57,0,0,1
ZBTB14,0,0,1
TTC26,0,1,0
TRPM4,1,0,0
WDR36,0,0,1
SLC25A23,1,0,0
CAPN8,0,0,1
CACNA1B,1,0,0
ARFGEF2,0,0,1
TBC1D20,0,0,1
ENKD1,0,0,1
GOLGA4,0,0,1
SDHD,1,0,0
SRRT,0,0,1
BCCIP,0,0,1
MRC1,1,0,0
ARRB1,1,0,0
LRIT3,0,0,1
NPY2R,1,0,0
CSRNP2,0,0,1
KRT80,0,1,0
VPS8,0,0,1
GDI1,0,0,1
HDAC5,0,0,1
LETMD1,0,0,1
ADPRHL1,0,0,1
RTKN2,0,0,1
SPRR2F,0,1,0
MILR1,0,0,1
COG5,0,0,1
ADAMTS7,0,0,1
DLGAP3,0,0,1
MPRIP,0,0,1
MT1G,1,0,0
CILP2,0,1,0
CYSTM1,0,0,1
CCDC25,0,0,1
TMIGD3,1,0,0
YWHAB,0,0,1
PGGT1B,0,0,1
AD000671.1,0,0,1
TMEM165,0,0,1
HEMK1,0,0,1
TCEANC2,0,0,1
ADIPOR1,0,0,1
EPRS,0,0,1
OTP,0,1,0
CHCHD7,0,0,1
MT1E,1,0,0
CAMK2A,1,0,0
HACD2,0,0,1
JSRP1,0,1,0
CCT2,0,1,0
UQCC1,0,0,1
B3GALT1,1,0,0
TEX43,1,0,0
ULBP2,0,1,0
DRD4,0,0,1
RPN2,0,0,1
C1ORF54,0,0,1
MMRN1,1,0,0
FGF2,1,0,0
IMPDH1,0,1,0
HSD17B13,0,0,1
ZNHIT6,0,0,1
ALKBH2,0,1,0
SNAI1,0,1,0
TMEM14A,0,0,1
SERPINI2,1,0,0
AP001931.1,0,0,1
MIA3,0,0,1
STPG3,0,0,1
PNPLA3,0,1,0
SNX3,0,0,1
AGR3,1,0,0
EPG5,0,0,1
PLPP3,1,0,0
CCDC158,1,0,0
ITGB1,0,0,1
SPIRE1,0,0,1
SP9,0,1,0
CYLD,0,0,1
THG1L,0,0,1
TNFAIP8L2,1,0,0
SELENOH,0,0,1
UHRF1BP1,0,0,1
ATP2C1,0,0,1
ZNF391,0,0,1
ELANE,1,0,0
PLPP6,0,0,1
MAP3K7CL,0,0,1
ASB3,0,0,1
GEMIN5,0,0,1
RASSF5,0,0,1
PPCDC,0,0,1
ZDHHC18,0,0,1
FAM163B,1,0,0
MAGED2,0,0,1
TOMM34,0,1,0
SLC48A1,0,0,1
AMIGO1,0,0,1
PCSK2,1,0,0
KIF1BP,0,0,1
RPL32,0,0,1
BCAP29,0,0,1
FERMT3,0,0,1
EPM2AIP1,0,0,1
SYT2,1,0,0
SEC61G,0,0,1
TCEAL2,1,0,0
SAP30L,0,0,1
ZNF296,0,0,1
SLC6A20,0,1,0
KRT37,0,1,0
ZIK1,1,0,0
RASGEF1C,1,0,0
THBS4,1,0,0
GABRB3,1,0,0
AR,1,0,0
FXYD7,0,0,1
ACAD10,0,0,1
FAM208B,0,0,1
AC020915.2,0,0,1
TRPV3,1,0,0
OR1F1,0,1,0
C11ORF1,0,0,1
MSANTD2,0,0,1
RGP1,0,0,1
GAS2,0,1,0
MC2R,0,1,0
SIRT3,0,0,1
HRASLS2,1,0,0
SULT1A1,1,0,0
SLC6A2,1,0,0
AKIRIN2,0,0,1
SLC8B1,0,0,1
MAP3K13,0,0,1
TAF1,0,0,1
STON1-GTF2A1L,1,0,0
SMCR8,0,0,1
IPO9,0,0,1
COMMD7,0,0,1
PCDHGA5,0,0,1
RBM4,0,0,1
USP14,0,0,1
PRAF2,0,0,1
PCYT1A,0,0,1
IL27RA,0,0,1
CLDN34,0,0,1
MYCN,0,1,0
ITGA5,0,0,1
CCDC175,0,1,0
ZNF518A,0,0,1
AGTR1,1,0,0
ARL6IP6,0,0,1
EEF1E1,0,1,0
ADTRP,1,0,0
GABARAP,1,0,0
NARS,0,0,1
MIS18A,0,0,1
TREH,1,0,0
ZNF620,0,0,1
MRPL2,0,0,1
SYNPO2L,0,0,1
GSTO1,0,0,1
C19ORF33,1,0,0
HRNR,0,0,1
KANK4,1,0,0
GRIK2,1,0,0
COL21A1,1,0,0
CACNG1,0,1,0
ERCC3,0,0,1
TP53INP1,1,0,0
S1PR4,0,0,1
C8ORF59,0,0,1
CR1,1,0,0
ZNF879,0,0,1
CER1,0,1,0
IFT57,0,0,1
ICAM2,0,0,1
ERICH6,0,0,1
SLC20A2,0,0,1
MAGEA3,0,1,0
CHRM4,1,0,0
MARK3,0,0,1
MED6,0,0,1
SIGLEC1,1,0,0
DHX57,0,0,1
ELF2,0,0,1
PRIMA1,1,0,0
EFNA3,0,1,0
IQCM,1,0,0
SSX2IP,0,0,1
KCNE1B,0,1,0
CYP26A1,0,1,0
OSBP2,0,0,1
EPB41,0,0,1
RUNDC1,0,0,1
SKP1,0,0,1
AGFG1,0,0,1
MRPS18B,0,0,1
KRT32,0,1,0
HMGA1,0,1,0
CCL8,1,0,0
HES4,0,1,0
MYRF,0,0,1
EIF2A,0,0,1
COA6,0,0,1
CLCN2,1,0,0
KIAA0040,0,0,1
NUDT11,1,0,0
MEOX2,1,0,0
DOPEY2,0,0,1
KDM6A,0,0,1
ANXA9,0,0,1
WASF2,0,0,1
ARL6IP1,0,0,1
ARHGAP25,1,0,0
NRDE2,0,0,1
ATCAY,1,0,0
SWT1,0,0,1
TMEM5,0,0,1
FBXO9,0,0,1
PLEKHF2,0,0,1
LMTK3,0,1,0
ZFP28,0,0,1
BRD9,0,0,1
BICD1,0,1,0
ZSWIM1,0,0,1
RFX7,0,0,1
CENPQ,0,0,1
MEA1,0,0,1
RALA,0,0,1
RP2,0,0,1
MSC,0,0,1
TFRC,0,0,1
NLGN3,1,0,0
RTL6,0,0,1
TTC16,0,1,0
ST3GAL2,0,0,1
RAB40A,0,0,1
CBR4,0,0,1
CHP1,1,0,0
ZNF536,1,0,0
C3ORF18,1,0,0
SNRPE,0,0,1
CNN1,1,0,0
TMEM87B,0,0,1
MAST4,0,0,1
ZNF117,0,0,1
NFE2L3,0,1,0
SAMD8,0,0,1
RRP15,0,0,1
CLN3,0,0,1
GOLGA8M,0,0,1
CD320,0,0,1
HOXB3,0,0,1
PID1,1,0,0
PRELID2,0,0,1
NR2F2,0,0,1
CCNB1,0,1,0
NXPH4,0,1,0
DGKE,0,0,1
MICAL3,0,0,1
SMIM3,0,0,1
SLC29A1,0,1,0
OGDH,0,0,1
ZBTB7B,1,0,0
PHACTR2,0,0,1
SULT1B1,1,0,0
PIGP,0,0,1
MR1,0,0,1
PNKP,0,0,1
ACO2,1,0,0
AP2M1,0,0,1
OR5M11,0,1,0
M6PR,0,0,1
RPL19,0,0,1
B4GALT3,0,0,1
ADAMTS8,1,0,0
C7ORF61,0,0,1
ECE2,0,1,0
DBP,0,0,1
SLC23A1,1,0,0
URAD,1,0,0
SIPA1L3,0,0,1
CDH8,0,0,1
NPC1L1,0,1,0
SLIT3,1,0,0
NAALADL1,1,0,0
MINK1,0,0,1
USP51,1,0,0
NLE1,0,1,0
SNAP29,0,0,1
MDM1,0,0,1
HTRA4,0,1,0
RCC1,0,1,0
ACACB,1,0,0
XPNPEP2,1,0,0
ATRAID,0,0,1
PTK7,0,1,0
SGMS2,0,0,1
HLA-G,0,0,1
ZWILCH,0,0,1
CPT2,1,0,0
CCR9,1,0,0
IGIP,0,0,1
ADAMTS14,0,1,0
SYCP2,0,1,0
CLEC4D,0,0,1
MAPKBP1,0,0,1
METTL2B,0,0,1
GALNT1,0,0,1
FAM222A,0,1,0
RAB5C,0,0,1
CYP2U1,0,0,1
SACM1L,0,0,1
GALK2,0,0,1
CBR1,0,0,1
TMCO6,0,0,1
GCNT4,1,0,0
RNF168,0,0,1
HPS3,0,0,1
RSPH14,0,1,0
DLX4,0,1,0
ZNF880,0,0,1
CFAP44,0,0,1
TCF7L2,0,0,1
TUBB,0,0,1
ZNF597,0,0,1
MTPAP,0,0,1
TFB2M,0,0,1
RSPO4,0,1,0
CDKN1A,1,0,0
C16ORF91,0,0,1
BAIAP2L2,0,0,1
SPAG5,0,1,0
PNMA1,1,0,0
CBLL1,0,0,1
DDB2,0,0,1
B9D1,0,1,0
ZNF263,0,0,1
C7ORF50,0,0,1
POSTN,0,1,0
GPHN,0,0,1
MCEE,0,0,1
OLFM4,0,1,0
CDC42BPG,0,0,1
TSPEAR,0,1,0
KLHL21,0,0,1
NUDT21,0,0,1
ANKRD20A2,1,0,0
HBE1,0,1,0
ZFYVE19,0,0,1
AC005041.1,0,0,1
LINC00094,0,0,1
IDE,0,0,1
RASSF4,0,0,1
ZNF626,1,0,0
FBLN5,1,0,0
SIAH2,0,0,1
ZNF562,0,0,1
SNX7,0,0,1
ARID5B,0,0,1
SLC12A6,0,0,1
SPRY2,0,0,1
DCXR,0,0,1
ZBED2,0,1,0
INHBE,0,1,0
CHKB-CPT1B,0,0,1
THSD7A,1,0,0
FARSA,0,0,1
C3ORF70,1,0,0
VWA5B1,0,1,0
DIAPH3,0,1,0
MND1,0,1,0
NDUFA2,0,0,1
TARBP1,0,1,0
ZNF688,0,0,1
ZBED5,0,0,1
IKZF2,0,0,1
ADPRHL2,0,0,1
USP19,0,0,1
TMEM238,0,0,1
ZNF233,0,0,1
NTNG1,1,0,0
LINC00675,1,0,0
RAB18,0,0,1
EPHX1,0,0,1
SLC39A4,0,0,1
SLC14A1,0,0,1
RPL15,0,0,1
CCDC32,0,0,1
MPO,0,0,1
MICA,0,0,1
PPIAL4A,0,1,0
FGFR2,1,0,0
MTX1,0,0,1
AL359736.1,0,0,1
UGT1A1,1,0,0
SLITRK1,1,0,0
ZNF563,0,0,1
SPTLC2,0,0,1
GOLGA8K,1,0,0
SLC37A3,0,0,1
MPC1L,0,1,0
RNF215,0,0,1
NUMB,0,0,1
SV2B,1,0,0
ZYG11B,0,0,1
EIF1AD,0,0,1
CYB5RL,0,0,1
LRTM1,1,0,0
IGF2BP1,0,1,0
PRPF3,0,0,1
JRKL,0,0,1
BIVM,0,0,1
IRF6,0,0,1
ALS2CL,0,0,1
IDNK,0,0,1
NANP,0,1,0
RETREG1,1,0,0
GLIS3,0,0,1
MAF,1,0,0
ZNF143,0,0,1
ARHGEF33,0,0,1
IFI44,0,0,1
PTGR2,0,0,1
CDS2,0,0,1
CELSR3,0,1,0
RELL1,1,0,0
WDTC1,0,0,1
ACOX3,0,0,1
ZNF768,0,0,1
ILK,1,0,0
NACA,0,0,1
LRRC2,0,0,1
C10ORF62,0,1,0
AK8,0,0,1
SPDYE3,0,0,1
DGCR2,0,0,1
AC003002.3,0,0,1
ARHGAP40,0,1,0
DYNC2H1,0,0,1
AC010325.1,0,1,0
NOL11,0,0,1
MRPS15,0,0,1
PDXDC1,0,0,1
MPC1,1,0,0
TOGARAM1,0,0,1
FOXK2,0,0,1
S100A7,0,1,0
AC096887.1,0,0,1
CRCP,0,0,1
GORASP2,0,0,1
TAS2R19,0,0,1
CAST,0,0,1
CARS2,0,1,0
LILRB1,0,0,1
SPATA6L,0,1,0
ODF2,0,0,1
CUTA,0,0,1
PSMD13,0,0,1
SHD,0,0,1
ZNF747,0,0,1
C11ORF86,1,0,0
LGALS4,1,0,0
ADGRA1,1,0,0
PPME1,0,0,1
GTPBP1,0,0,1
GABRD,0,1,0
FAM180A,1,0,0
IFNAR1,0,0,1
XCL2,1,0,0
ANKRD55,1,0,0
DNAJA3,0,0,1
PDGFRB,0,0,1
KAT2A,0,1,0
TCEAL5,1,0,0
SSR4,0,0,1
CPO,0,0,1
LRRC6,0,1,0
WDR73,0,0,1
CTDSP2,0,0,1
CTAG2,0,1,0
PRAME,0,1,0
CYTH1,0,0,1
SUPT20H,0,0,1
CD6,0,0,1
CARHSP1,0,0,1
MRGPRE,1,0,0
CSNK2B,0,0,1
ARHGAP42,1,0,0
TCTE3,0,1,0
CYP4Z1,0,1,0
PLOD3,0,1,0
C2ORF16,0,0,1
ATRX,0,0,1
IGF2BP3,0,1,0
UBE2O,0,0,1
RBM19,0,0,1
GZMM,1,0,0
POLD4,1,0,0
PTP4A2,0,0,1
SGCB,0,0,1
CEP63,0,0,1
DENND1A,0,0,1
ARMCX5,0,0,1
FMNL2,0,0,1
LY75-CD302,1,0,0
FBLIM1,1,0,0
PDE7B,1,0,0
IGFL2,0,1,0
PKD1L1,0,0,1
TBC1D22B,0,0,1
ITGB3BP,0,0,1
IRF2,0,0,1
ANK3,1,0,0
ZNF157,1,0,0
NT5C3B,0,0,1
DLGAP2,1,0,0
TMEM158,0,1,0
ZNF98,1,0,0
RECK,1,0,0
PACS2,0,0,1
PDCD5,0,1,0
ZFHX3,0,0,1
NOL10,0,0,1
CXCR6,0,0,1
MLNR,0,0,1
HKDC1,0,0,1
MEPCE,0,0,1
PTCRA,1,0,0
TMEM67,0,1,0
CHML,0,0,1
PRB2,0,1,0
ADIPOR2,0,0,1
MCL1,0,0,1
AKAP6,1,0,0
TAS2R30,0,1,0
VNN1,0,1,0
NOS1AP,0,0,1
RPL18A,0,0,1
FSIP1,0,0,1
EPS8L3,0,0,1
AC107871.1,0,1,0
ALDH9A1,0,0,1
GDE1,0,0,1
EDIL3,1,0,0
VAMP8,0,0,1
NOTCH2,0,0,1
PCGF3,0,0,1
ADCY5,1,0,0
PHF8,0,0,1
CHAF1A,0,0,1
FAHD2B,0,0,1
PAQR5,1,0,0
CXORF36,0,0,1
B4GALT4,0,0,1
KCNV2,0,1,0
MED1,0,0,1
GLT8D1,0,0,1
SOCS6,1,0,0
PCK1,1,0,0
SLC2A2,0,1,0
HPCA,0,0,1
KCNK13,0,0,1
VWC2,1,0,0
ZNF496,0,0,1
SNRNP40,0,0,1
MRPL32,0,0,1
PDZD11,0,0,1
POLR3GL,0,0,1
CLCN5,0,0,1
CNDP1,0,1,0
ATP6V0C,0,0,1
GCGR,1,0,0
ADRA1D,0,0,1
SGPP1,0,0,1
C4ORF46,0,0,1
PDCD11,0,0,1
C4ORF36,0,0,1
GPX7,0,0,1
CERKL,0,0,1
CDC42BPB,0,0,1
SYNCRIP,0,0,1
NLRC3,0,0,1
CP,1,0,0
RPL13A,0,0,1
CHMP2B,0,0,1
MFAP5,1,0,0
CCT8,0,0,1
UBR7,0,0,1
CHMP3,0,0,1
ARL6IP4,0,0,1
HPSE,0,0,1
PPM1B,0,0,1
OLFM2,0,0,1
GAS2L3,0,0,1
ENPEP,0,0,1
N4BP2L2,0,0,1
YEATS4,0,0,1
SVIL,1,0,0
BPIFB1,0,1,0
CLIC6,0,0,1
NRIP3,0,0,1
ANO1,0,1,0
FANCG,0,0,1
MKRN1,0,0,1
MEIKIN,0,1,0
AL049697.1,0,0,1
SMYD2,0,0,1
CCDC120,0,0,1
DNAJC13,0,0,1
ZBTB39,0,0,1
FPR2,0,0,1
SNTG2,1,0,0
EVL,0,0,1
TRIP13,0,1,0
NDC80,0,0,1
TRIM27,0,0,1
HSPG2,0,0,1
NUP205,0,0,1
CDH7,0,1,0
ARFGAP2,0,0,1
ELOVL6,0,0,1
PINLYP,1,0,0
KCTD5,0,0,1
CHD7,0,1,0
PPP1R27,0,1,0
DPYD,1,0,0
OR14I1,1,0,0
CTC1,0,0,1
3-Mar,0,0,1
CDH6,0,0,1
NUDT3,0,0,1
KIR3DL2,1,0,0
COG4,0,0,1
FBXO4,0,0,1
CDKN3,0,1,0
PRKRIP1,0,0,1
FARP2,0,0,1
TMEM241,0,0,1
GATA5,1,0,0
RBM11,0,0,1
TSPOAP1,0,1,0
OCIAD1,0,0,1
HMMR,0,1,0
SETD2,0,0,1
KDM3A,0,0,1
RNF112,1,0,0
FCRL5,1,0,0
MCM3,0,1,0
ZBTB37,0,0,1
GPX4,0,0,1
DCAF15,0,0,1
ZNF383,0,0,1
SCML1,0,1,0
BLCAP,0,0,1
SLC16A6,0,0,1
HOXC10,0,0,1
HIST3H2BB,0,1,0
POLR2E,0,0,1
RHCG,0,1,0
KCTD15,0,0,1
LDHA,0,0,1
NRBF2,0,0,1
MMAA,0,0,1
AC113554.2,0,1,0
COQ8A,0,0,1
KLK7,0,1,0
ZNF660,0,0,1
PSMG3,0,1,0
TST,1,0,0
CMIP,0,0,1
NDUFS6,0,0,1
WSCD2,1,0,0
FBXL8,0,0,1
WDR37,0,0,1
RAB8A,0,0,1
HNRNPH1,0,0,1
AC010531.1,0,0,1
NUDT12,0,0,1
SSR3,0,0,1
HNRNPLL,0,0,1
GPR26,1,0,0
MCF2L,0,0,1
NPFFR1,0,1,0
SIRT2,0,0,1
LIPG,0,1,0
MRPL38,0,0,1
EBPL,0,1,0
NDUFB2,0,0,1
HTR2A,0,0,1
RBSN,0,0,1
STK38L,0,0,1
CARD8,0,0,1
FKBP15,0,0,1
C22ORF23,1,0,0
APOC2,0,1,0
TRAPPC11,0,0,1
GUCY1A3,1,0,0
DTWD2,0,0,1
ASPH,0,0,1
SNRPA1,0,0,1
SYMPK,0,0,1
SDR16C5,0,1,0
BCAS4,0,0,1
SPRR2A,0,1,0
PRX,1,0,0
DLX3,0,1,0
FXN,0,0,1
APOLD1,0,1,0
GPN1,0,0,1
CFL2,1,0,0
RCAN2,1,0,0
GRB7,0,1,0
DDX60L,0,0,1
RBM8A,0,0,1
RPA3,0,0,1
IL4I1,0,0,1
PHC2,0,0,1
NRP1,0,0,1
TNIK,0,0,1
ZMPSTE24,0,0,1
SFTPD,1,0,0
EYA1,0,1,0
FAM227A,0,1,0
DMXL2,0,0,1
PMM2,0,0,1
SRMS,0,1,0
ZMIZ2,0,0,1
SEMA4D,0,0,1
FAM168A,0,0,1
MTR,0,0,1
DHX32,0,0,1
PPOX,0,0,1
NELFB,0,0,1
COL5A1,0,1,0
TNXB,1,0,0
SRSF6,0,0,1
CELF2,0,0,1
DHX30,0,0,1
DTNB,0,1,0
NDOR1,0,0,1
TRAF3IP1,0,0,1
AKAP12,1,0,0
TNRC18,0,0,1
METTL16,0,0,1
AP000350.4,0,1,0
ARPC1B,0,0,1
NUTF2,0,1,0
PTTG1IP,0,0,1
SAG,1,0,0
TRA2B,0,0,1
LACTB,0,0,1
NUGGC,1,0,0
FBXW8,0,0,1
SBDS,0,0,1
JPH2,1,0,0
TRIM72,0,1,0
SPIN1,0,0,1
ALDH6A1,0,0,1
ERCC6L2,0,0,1
ZSCAN21,0,0,1
TIMELESS,0,1,0
CHD6,0,0,1
DDAH2,0,0,1
KTN1,0,0,1
METAP1D,0,0,1
LGALS12,1,0,0
CCNB3,0,0,1
CHST4,0,1,0
WNT3A,0,1,0
TRABD,0,0,1
MYOM1,1,0,0
SSB,0,0,1
PYHIN1,0,0,1
FPGT-TNNI3K,1,0,0
TBX10,1,0,0
C6ORF136,0,0,1
KRT8,0,0,1
SNX20,0,0,1
SAC3D1,0,0,1
TMEM33,0,0,1
SHISA3,1,0,0
MAGOHB,0,1,0
HIGD2B,0,1,0
RNASEH1,0,0,1
PWWP2A,0,0,1
NPAS4,1,0,0
PLEKHB1,0,1,0
CCDC27,1,0,0
DUSP4,0,1,0
MARCKS,1,0,0
GLT8D2,0,0,1
SRPX,1,0,0
SNRK,0,0,1
PEX7,0,0,1
EPOP,0,1,0
TAX1BP3,1,0,0
USP10,0,0,1
B2M,1,0,0
GNL1,0,0,1
HCN4,1,0,0
TRPM6,1,0,0
ZNF445,0,0,1
SLC30A10,1,0,0
CRLS1,0,0,1
PGM2,0,0,1
HINT2,0,0,1
LYZL2,0,1,0
PNPLA2,0,0,1
ABI3,0,0,1
MAST2,1,0,0
LRRFIP2,0,0,1
POLN,0,0,1
VCX3B,0,1,0
LIMK2,0,0,1
LGALS3,1,0,0
SS18L1,0,0,1
ZEB2,1,0,0
ZDHHC2,0,0,1
TRAF5,0,1,0
WAC,0,0,1
ILKAP,0,0,1
ECD,0,0,1
BUD13,0,0,1
DDX50,0,0,1
NPR3,1,0,0
LAGE3,0,1,0
MMP15,0,0,1
HCRT,0,1,0
ABCB8,0,0,1
KCNN3,1,0,0
NPIPB11,0,0,1
PITX3,0,1,0
CNDP2,0,0,1
NPTN,0,0,1
C9ORF153,0,0,1
PLP1,1,0,0
EHMT2,0,0,1
CCDC166,0,1,0
CALY,1,0,0
NFE2L1,0,0,1
EIF3M,0,0,1
SLC9A2,1,0,0
UAP1L1,0,0,1
PTN,1,0,0
CDON,1,0,0
ADCY6,0,0,1
UBALD1,0,0,1
AEBP1,0,0,1
RIMBP3,0,0,1
ALDH18A1,0,0,1
DNAJC10,0,0,1
TES,0,0,1
SLC35A4,0,0,1
TRAP1,0,1,0
RAB9A,0,0,1
GATA4,0,1,0
TMBIM1,0,0,1
AKT1S1,0,0,1
BTBD3,1,0,0
CD14,0,0,1
ALPK2,0,0,1
OXT,0,1,0
FAM168B,0,0,1
CLC,1,0,0
CADM2,1,0,0
MCAM,0,0,1
LDHAL6B,1,0,0
TBXA2R,0,0,1
CALB1,0,1,0
UGT3A2,1,0,0
MSMB,0,1,0
SLC52A2,0,1,0
GSS,0,0,1
DHRS7C,1,0,0
CCSAP,0,0,1
MAP6D1,0,0,1
MROH1,0,0,1
MUCL1,0,1,0
ANXA7,0,0,1
SKAP1,0,1,0
NOC2L,0,0,1
WFDC10A,0,1,0
PIGC,0,0,1
LDLRAP1,0,0,1
VAMP3,0,0,1
RPGRIP1,0,0,1
MYO18B,0,1,0
SULT2A1,0,1,0
RPS12,0,0,1
IPP,0,0,1
CCRL2,0,0,1
TASP1,0,0,1
MMP1,0,1,0
AIMP2,0,0,1
CSF1R,1,0,0
STIM2,0,0,1
NUDT15,0,0,1
C15ORF41,0,0,1
GBA,0,0,1
NOL8,0,0,1
CNOT10,0,0,1
PDP2,0,0,1
CD22,1,0,0
FAM189A1,1,0,0
NDST1,0,0,1
N6AMT1,0,0,1
SIT1,0,0,1
TIGD1,0,1,0
KCNF1,0,0,1
UBXN4,0,0,1
KRT85,0,1,0
GET4,0,0,1
VPS13D,0,0,1
LGALSL,0,0,1
CACNA2D3,1,0,0
CDK17,0,0,1
PDXP,0,0,1
SYT9,1,0,0
RUFY3,0,0,1
P2RY1,1,0,0
ASAP3,1,0,0
DHX36,0,0,1
ADCY9,1,0,0
DHPS,0,0,1
ZNF528,1,0,0
KIF2A,0,0,1
CD81,0,0,1
METTL8,0,0,1
