,log2FoldChange
DNAJC4,2
CLPSL1,1
MXRA8,2
ZNF107,2
ASTN2,2
OSGIN2,2
SSC4D,2
SLIT2,2
AGBL3,2
ZNF841,2
WDR24,2
WDR81,2
MFGE8,2
PDAP1,2
AC025165.3,2
FGFR1OP,2
XYLT1,2
RTF1,2
FAT3,1
HTR2A,2
NPIPB6,1
MRPL9,2
GIPC2,0
METRN,2
GZF1,2
BOLA2B,2
FAM76B,2
IGLL5,1
CDK12,2
TMEM202,1
C19ORF70,2
LILRB3,2
ZKSCAN7,2
ETV5,2
SERTAD1,2
C17ORF49,2
POP5,2
C15ORF40,2
AC004754.1,2
FABP9,0
CLP1,2
XRN2,2
IGSF6,2
COBLL1,2
ARMC8,2
IGFBP2,2
SNTB2,2
NOL10,2
TMEM259,2
ZFP57,1
TMEM97,2
RPL34,2
IQANK1,2
NUDT15,2
AC098850.4,1
SPATA32,2
C19ORF12,2
CCT7,2
ZPBP,0
WDR5B,2
DRAP1,2
RAP2A,2
NUDC,2
ZNF558,2
PHYKPL,2
KIAA0513,2
SEC24B,2
FZR1,2
PRPF31,2
ZBTB17,2
EIF4G1,2
RNF39,2
DHX57,2
HACD2,2
LRP4,2
GAD2,1
LUZP1,2
FOSL2,2
SHC4,0
COL9A2,2
UCP2,2
COMMD1,2
APOBR,2
ABI1,2
ANTXR1,2
SCPEP1,2
BTN2A1,2
EFNA1,2
TFEB,2
GRM2,2
ALDH1L2,2
SPRN,2
INO80E,2
ZNF716,1
LY6G6C,0
ZSWIM4,2
AP3B1,2
CTXN1,2
SLC38A11,2
PAK3,0
TTLL13P,2
MLNR,1
CCDC159,2
ZC3H12B,2
FOXO3,2
WNT3,2
HIF3A,0
TRMT2B,2
RSPO4,1
TOLLIP,2
CCDC102A,2
SEC24D,2
TERB2,0
CNRIP1,2
TDG,2
AC004691.2,2
OR51E2,1
PTPRZ1,2
TSPAN16,1
ANKEF1,2
VARS2,2
GNG4,2
AC009690.1,1
COPS2,2
LCORL,2
HGS,2
PPIE,2
NUP205,2
TMED1,2
WDR34,2
UBE2Q2,2
DBNDD2,2
RHBDD2,2
RET,2
NACC2,2
NELFA,2
SF3B6,2
AMT,2
ZFHX4,2
LAT2,2
PIP4K2A,2
PRKCA,2
PSMD13,2
TATDN1,2
LAP3,2
EIF3J,2
YY1AP1,2
JRKL,2
RNLS,2
SPRY3,2
NKX1-2,2
TMEM25,2
TNFRSF10D,2
P3H3,2
FAM118B,2
CD101,2
STIM2,2
NAT10,2
AK7,2
CLIP4,2
BCL7A,2
MIS12,2
NET1,2
ZNF646,2
SIX5,2
IFNA1,1
ZFHX2,2
FAM181B,2
PAGE1,1
BCORL1,2
PATE2,1
GTF3C3,2
TSPYL5,2
ERI3,2
NKX2-3,0
RPL6,2
XPA,2
RAVER1,2
TRIB2,2
CAPN11,2
GRHPR,2
PLD5,0
PSG3,1
CUEDC1,2
GPR26,0
CEP192,2
ING1,2
PLPP1,2
TAF6L,2
MAGEA2,1
ZNF674,2
OR11H4,1
CAPN13,0
SH3BP2,2
ZNF764,2
AL513165.2,2
RWDD2B,2
PCNX1,2
ASNSD1,2
TRAPPC9,2
RNF214,2
PPARD,2
OR2H2,1
RPRM,0
TDP2,2
RNF121,2
ZNF648,0
NFS1,2
GTF3A,2
LURAP1L,2
NR1I3,2
TXLNA,2
CBX5,2
TMEM164,2
TNIP2,2
DUS2,2
DOK2,2
ILVBL,2
CCNJL,2
LMO4,2
PSAT1,2
MRTO4,2
SRMS,2
BPIFB6,0
RPL21,2
NBPF15,2
CDRT4,2
TTLL8,1
FGFBP3,2
NDUFA4L2,2
IRX3,2
ZC3H11A,2
GTDC1,2
SULT1B1,0
TTC4,2
UBE2E3,2
PPP2R1A,2
DCDC1,2
PAGE2B,1
FGFR2,2
RPL31,2
MSRB2,2
MRPS18A,2
MED19,2
KRTAP7-1,0
RPS12,2
CCS,2
LAIR1,2
VCX3A,1
LPAR1,2
SLC25A19,2
KATNAL2,2
TMEM35A,0
XPNPEP3,2
DDR1,2
CYB5B,2
MCAM,2
PKD2L2,2
CREB3L3,1
TMPRSS3,2
SLC12A4,2
GLDC,1
SRPX2,2
BPI,2
GGCX,2
DDX19B,2
NUDT14,2
PAX2,1
ZNF691,2
NDUFB2,2
ZNF322,2
AL121758.1,2
SRGAP3,2
FOLR2,2
ITIH5,2
PPM1E,2
SPEM1,1
EHHADH,2
SDHA,2
NUDT16L1,2
INMT-MINDY4,0
OARD1,2
PPP2CA,2
MAP3K13,2
C1ORF100,2
FCN3,2
CFI,2
EHMT1,2
CHN2,2
OCIAD1,2
SLX1B,1
ACP1,2
CES5A,1
TCEAL8,2
IGSF23,1
KLK3,0
C11ORF97,0
MYCBP,2
GYG2,2
SFRP5,0
COL6A5,1
FGF13,2
TBC1D3E,1
ABHD6,2
ASCC2,2
ILDR1,2
NUDT7,2
SLC25A30,2
RIC8B,2
IDI1,2
CCDC28A,2
WDR74,2
MRC1,2
JARID2,2
SLC1A3,2
LMO3,0
RHOH,2
MRPS34,2
TRIM61,2
NPC1L1,2
MTSS1,2
HMGXB4,2
CCL4,2
WDR19,2
CHRDL2,0
CNOT7,2
ERAL1,2
NIP7,2
SLC6A15,2
IREB2,2
KRT81,1
PTPN20,0
RCVRN,2
NKX2-1,1
TBX10,0
PRDM15,2
KXD1,2
TEX13B,1
RNF183,0
UPF3B,2
CNTNAP3B,2
HNRNPM,2
IGSF5,0
TTC3,2
DCN,2
PTK2B,2
CDH13,2
NAIF1,2
BUD31,2
SYT4,0
PISD,2
ISYNA1,2
ZBTB8B,1
NOXA1,2
GPBAR1,2
MCPH1,2
DVL1,2
OR10A3,1
GCSAML,2
RBM42,2
TAZ,2
DEFB131B,2
RALA,2
NRBF2,2
HVCN1,2
IQCB1,2
SLC6A13,1
MED26,2
ABCC8,0
CCDC93,2
INO80C,2
CDK3,2
CD300A,2
SLC16A14,2
SLC7A9,2
CABP1,2
NME1-NME2,2
DNAL1,2
MTRNR2L12,2
VSX2,1
MPIG6B,2
ABRACL,2
TMEM68,2
PNRC1,2
MPPED1,1
AC104532.1,2
GREB1L,0
TRAF6,2
ARMC10,2
GPATCH3,2
MRS2,2
RAD50,2
ARHGAP9,2
ZAP70,2
MRPL57,2
PFDN5,2
CD9,2
ALG9,2
PIWIL2,1
ZFAND6,2
WDR64,2
ZNF594,2
C19ORF38,2
DNAJC3,2
CHKA,2
NANOS2,1
SAP130,2
KCTD5,2
USP42,2
NFKBIZ,2
HEMGN,0
KCNK6,2
CBLN3,2
CBR3,2
TAGLN3,1
MFSD7,2
ACAP1,2
WIPF3,2
LSM8,2
ST20-MTHFS,2
NMUR2,1
RTL9,2
CXCR4,2
TMEM27,2
ZNF680,2
RBBP6,2
SFXN4,2
MLX,2
CHMP1B,2
RPTOR,2
KRT10,1
SURF6,2
PPCDC,2
LCMT2,2
EXD2,2
MOSPD3,2
HOXB2,2
NDUFA2,2
SPPL2A,2
UROS,2
ZC2HC1A,2
ZNF486,2
FAM120B,2
FLNB,2
MRPL34,2
ALOX15B,0
AKAP2,2
MAP3K12,2
DUSP19,2
FAM124B,2
CD40,2
FBXO44,2
S100A3,2
BTN2A2,2
LENEP,1
MRPL14,2
MYNN,2
HNRNPH1,2
PSMD4,2
ERICH6B,2
POU2AF1,2
NLRP4,1
ARAF,2
FNBP1,2
DSG3,2
ASB3,2
DGKQ,2
MYO9A,2
SLC35A1,2
INSIG1,2
DHX9,2
FAM160A1,2
PRRC2A,2
BIRC2,2
PLCB3,2
WNK2,0
SULT2A1,1
TCF7L1,2
CARS,2
SRSF1,2
CD164,2
MRPL51,2
BCDIN3D,2
TOMM34,2
PARP15,2
FAM76A,2
AC079594.2,1
ZNF879,2
VPS37A,2
TANC1,2
CPN1,1
PACS2,2
FAM3C,2
AOAH,2
FCRL2,1
ZNF536,0
C19ORF68,2
CIZ1,2
C21ORF2,2
ACTN4,2
RHO,1
POM121L2,1
AL110118.2,2
HSPA12B,2
SHPRH,2
CNOT4,2
RNFT1,2
CACUL1,2
MTSS1L,2
VWA3A,0
ZNF585B,2
SNRPD2,2
STARD5,2
FAM227B,2
CTNND1,2
ZNF334,2
RBM7,2
PNN,2
MAFA,2
TRIM6,2
RAB8A,2
ERC2,2
PXK,2
PARVG,2
CEBPB,2
OLIG2,1
ARHGAP25,2
MAGED2,2
GRIK1,2
HPX,2
FAM25C,1
TNIP3,2
KLHL22,2
GRIN3B,2
ABCC12,0
ATF7,2
POU5F2,1
KLHL15,2
NOTCH2,2
ZNF407,2
FAM234B,2
ADH6,2
PSMA2,2
LARS2,2
C14ORF132,2
ZNF804A,2
GFPT1,2
SF3A3,2
OSBP2,2
ACTR3B,2
IGFBP4,2
FGD5,2
CCR1,2
GAS2L1,2
C11ORF98,2
ERICH2,2
TRPV1,2
CCDC84,2
SLC35A2,2
C9ORF131,1
GGT2,1
CYP2D6,2
CKMT1A,2
ZNF670,2
C5ORF51,2
MAL2,2
PGAP3,2
ITSN1,2
AC138969.1,2
XRN1,2
ZSCAN5C,2
IFITM5,1
ZNF517,2
FBXL12,2
BCLAF3,2
SLC6A5,1
ASCL4,1
LAMTOR5,2
ZBTB21,2
C19ORF54,2
ABCF1,2
UNC5D,0
NAMPT,2
BEND5,2
SPAG7,2
KPNB1,2
SLC22A17,2
PCDHB6,1
RDH12,0
KLRB1,2
SP2,2
TMEM240,2
COL6A6,2
PFAS,2
PSORS1C2,0
SPDYE6,2
EDC3,2
ZNF784,2
PCYT1B,1
LCP1,2
HRASLS5,0
CLPS,1
ANKRD24,2
ZNF692,2
PLA1A,2
LRRC4B,2
FUT1,2
PCSK7,2
SNX15,2
ELMOD1,2
RAB14,2
MBD2,2
RPL37A,2
HAX1,2
PLCH1,2
MPV17,2
TMPRSS12,2
AL080251.1,2
BOLA3,2
AL669918.1,2
ANKRD63,1
LRMDA,2
ZFAND2B,2
JUND,2
STEAP1,2
GOLGA8G,1
PSMA5,2
HS3ST2,2
IL23A,2
RAB40B,2
TLDC2,2
TTC7B,2
OR2L13,1
POLD2,2
AGTR2,0
LDB1,2
HIRA,2
KIRREL3,2
EAF1,2
LRRC9,1
ZNF358,2
GADD45A,2
SMIM10L2A,2
PRMT2,2
CAPN8,0
SMCHD1,2
DLC1,2
NOL7,2
DCK,2
COL23A1,2
RIN3,2
PARD6B,2
ARSK,2
TPMT,2
KAT5,2
ATG5,2
THOC2,2
GSTP1,2
SPATC1L,2
THAP6,2
CAPG,2
CD300C,2
RPIA,2
AGPS,2
SPTLC1,2
CORO7,2
CENPC,2
B4GALT1,2
C1QA,2
PROS1,2
MPND,2
NSMAF,2
ABHD11,2
SLCO1A2,1
ACP7,1
CELF1,2
PPP2R3A,2
C1ORF109,2
WASL,2
ZNF613,2
REPS2,2
HUS1,2
TMSB4X,2
BST1,2
ZHX3,2
SLC25A44,2
PUS10,2
PROSER2,2
AC005020.2,2
TLK1,2
PSMB5,2
ARL13A,2
RGS1,2
FAM210B,2
ATP6V0B,2
WNT10B,2
MGST1,0
TASP1,2
AFG3L2,2
SNRNP35,2
OR7A5,1
PUS3,2
CCSER1,2
KLHL3,2
CHCHD2,2
PNKP,2
UBE2L3,2
ZNF350,2
AK6,2
RAP2B,2
CDKL5,2
KDM5A,2
NBEAL1,2
SLC2A8,2
RNMT,2
MORF4L2,2
IGFLR1,2
RUNX1T1,2
CBLN1,0
RPL10,2
SNCA,2
ACKR2,2
CCDC90B,2
JAM3,2
NHLRC1,2
KRT14,2
SRSF6,2
GDPGP1,2
TBC1D14,2
COPRS,2
PRCC,2
MFSD4B,2
PMPCB,2
PHLDB1,2
CLDND1,2
OTOP3,0
NRXN2,2
ZNF208,2
OSBPL9,2
JMJD7,2
UBE2G2,2
TOMM40L,2
DCP2,2
PDCD1,2
PPP4C,2
RBAK,2
TMEM236,2
HTR4,2
GGTLC1,1
GON4L,2
PAM16,2
RFPL1,1
SLC29A2,2
CELA3B,1
GIMAP7,2
SCG2,2
TRAP1,2
NDUFB1,2
NR5A2,2
TMEM98,2
7-Mar,2
CADPS,2
PLA2G5,2
NFAM1,2
IRF4,2
TAF12,2
SFI1,2
GIGYF1,2
FBXL13,2
NAP1L5,2
BCL2L10,2
PYCR1,2
CLDN34,2
SLC9A7,2
TNK1,2
SEL1L3,2
ST6GAL1,2
MRPL55,2
RTKN2,2
APLF,2
CACNG2,1
TMEM35B,2
SEPT14,1
MGAT4C,1
ZNF329,2
GPR89B,2
TARSL2,2
EGR2,2
FAM45A,2
GAGE1,1
MTMR12,2
CCNT2,2
DNAJC17,2
NUDT16,2
FKBP15,2
GUCY1A2,2
EIF2S1,2
ZNF700,2
FAM184B,2
CRTAM,2
CCL3L3,2
TYROBP,2
PC,2
REM2,2
FBXO16,2
FAT4,2
EDA,2
ARF3,2
PCDHGA3,2
DDX43,1
KCTD13,2
NPIPB13,2
MTRNR2L10,2
DDX6,2
SNAPC2,2
PRDM5,2
WDR45B,2
KCNMA1,2
DMTN,2
FBRSL1,2
ASB1,2
MEF2A,2
TSEN54,2
SAMD8,2
FDFT1,2
ZKSCAN4,2
PLA2G2E,0
RGS14,2
ATP1B2,2
CBWD6,2
RALYL,0
OR9Q1,1
CYTH4,2
CACNA1C,2
POLDIP2,2
RPS6KA3,2
NPLOC4,2
LBR,2
PTPRU,2
SNRNP27,2
ABCG8,1
RAET1L,2
ST8SIA1,2
FRG2B,1
IGLL1,1
ZNF793,2
SLFN12,2
FRG2,1
AP1G1,2
SLC25A39,2
GK3P,2
GJB3,2
DCUN1D1,2
ZC3H18,2
CTSE,1
GRXCR2,2
ADCY5,2
FASLG,2
SH2D7,2
LANCL3,2
ARHGDIG,0
TXNDC9,2
LHX6,2
SAP30BP,2
SPIN1,2
GIMAP8,2
GPR87,2
PRSS22,2
YTHDF2,2
SNRPA,2
UBXN8,2
HPN,0
EVX1,1
P2RX2,0
ZSWIM1,2
TMCC1,2
ZNF569,2
HAND1,1
AC010255.3,0
CCDC73,2
SLC26A8,2
SORL1,2
HPSE,2
CDIP1,2
RRAGC,2
DNAAF4,2
SNX20,2
CREBL2,2
EPHA5,0
SLC35F3,2
KIFAP3,2
POLA1,2
PRSS8,2
TTC5,2
C16ORF62,2
GSAP,2
TLR2,2
MAP10,2
ZNF273,2
HPR,0
AC008687.1,1
MAPK7,2
CBSL,1
SLC35C2,2
QKI,2
PPP2R2D,2
ASTN1,0
RPLP1,2
TCF25,2
ZNF266,2
SBF2,2
LACTB2,2
GOSR2,2
MIEF1,2
ATP5H,2
LGALS4,2
LMBR1,2
AC011511.1,2
ZNF449,2
TMEM14A,2
PRR7,2
AC023509.3,2
SCML1,2
FIS1,2
SCRN2,2
AC136428.1,1
APEX1,2
C5ORF24,2
PAM,2
MTRNR2L6,2
IFT43,2
CD53,2
KLKB1,2
ATG101,2
NMRAL1,2
TGFA,2
IL22RA1,2
AC097637.1,0
PCBP4,2
NAXE,2
PNRC2,2
SON,2
FHOD1,2
CHD9,2
C8ORF58,2
BRF2,2
IRS1,2
CYP7A1,0
AL160275.1,1
DDN,0
AAAS,2
DBX1,1
MRPL39,2
ZNF622,2
SEMA6D,2
ZSCAN10,1
ZNF219,2
DOCK6,2
PITRM1,2
SOX14,1
CRYBA1,2
TRIM50,2
GSTA4,2
UGT3A2,1
SLC2A4RG,2
FHAD1,2
MCIDAS,2
ASRGL1,2
PPP1R1C,2
AAMDC,2
EPHB1,2
FIGNL2,2
NECTIN4,2
SUCO,2
SSX2IP,2
SLC30A5,2
ZFAND4,2
FAM185A,2
BMS1,2
SETD9,2
IKZF4,2
HECW1,2
UNG,2
SLC40A1,2
OSBPL8,2
HMGCS1,2
PPM1M,2
LSM1,2
CMKLR1,2
PYHIN1,2
AC008763.2,1
DNAJC13,2
PTPN14,2
ZCCHC7,2
SPCS3,2
STARD13,2
KLHL6,2
ARNTL2,2
KDM4B,2
RTN3,2
UQCRB,2
PPIP5K2,2
POM121C,2
FAM98A,2
BET1,2
C8ORF74,0
RPS27,2
EGLN2,2
GAPVD1,2
STXBP6,2
SOAT2,2
C3AR1,2
GABRA3,2
PROK1,0
CMTM6,2
PID1,2
ZNF625,2
GCLC,2
GTF2IRD1,2
POLH,2
ANKRA2,2
HES6,2
PRDM8,2
H1FNT,1
ZNF165,2
CTRB2,1
TMEM160,2
SUMO1,2
PPP1CC,2
SH2D1A,2
PHF12,2
NAPSA,2
RAB43,2
OR56B4,1
CA5A,2
SEC14L1,2
WDSUB1,2
CNR2,2
CTNNB1,2
TUSC3,2
CPEB2,2
CATSPERD,0
BAIAP2L2,2
REC8,2
CTDSPL2,2
PACRGL,2
NUDT8,2
BFSP2,2
SPINK13,0
RITA1,2
PFDN6,2
AKAP13,2
SERPINB8,2
TSEN2,2
RASGRP1,2
CDK5,2
TRABD,2
FREM3,2
CDH5,2
PPME1,2
ACTG1,2
TADA3,2
MARS,2
HYAL4,2
TBX6,2
OR1Q1,1
CDC23,2
VAMP8,2
FBN1,2
UBB,2
POLL,2
PAK6,2
SAP25,2
RSU1,2
ASL,2
METTL24,0
RPS11,2
CCDC51,2
MSI2,2
MRPL15,2
B4GALT7,2
CWC15,2
CCDC3,2
ORM1,1
SAFB,2
EPS8,2
IMPG1,2
PSME4,2
GCFC2,2
MRPL43,2
KIAA1586,2
CGREF1,2
DNMT3L,1
UGT1A8,0
HDAC8,2
C1ORF52,2
ZNF23,2
CD37,2
PAIP1,2
PROSER3,2
CP,0
CTNNA2,0
TSTD1,2
WDR37,2
ADAM21,2
SLC30A10,1
ISLR,2
OLFM1,2
ADGRL4,2
STX16-NPEPL1,2
GATAD1,2
GPR25,2
DERL3,2
FOXO1,2
KCNH1,1
NUP50,2
C16ORF87,2
KCNE5,2
LIPA,2
TRIM35,2
RPS24,2
ADAT2,2
ZNF287,2
ARHGAP23,2
TMIGD3,2
TRIM22,2
RASSF6,2
SIAH2,2
CEPT1,2
CATSPERZ,1
SERPINB3,2
RCAN3,2
GNG3,2
TTC23L,2
DAPL1,2
PDCD6,2
UBN2,2
ACSBG1,2
NPC2,2
ENDOG,2
MFSD2B,2
CEACAM20,1
CHD4,2
PRKG2,2
DOK1,2
NOLC1,2
ITIH3,2
ASH1L,2
C8ORF59,2
DRAXIN,2
LARP6,2
SHC2,2
INHBE,2
IVL,2
XRCC6,2
PTCD3,2
NFRKB,2
ELSPBP1,1
M6PR,2
CRABP2,2
PSMC3,2
ADRB2,2
CCDC171,2
SIX3,1
LUZP2,0
PCDHGA6,2
RNF169,2
FBLN7,2
KRT86,2
ADGRG7,1
SPDYE3,2
ELMO3,2
MBIP,2
ACVR1B,2
TM9SF1,2
TMEM69,2
MLF2,2
FZD1,2
LINC00694,2
CCDC166,1
SLC6A19,1
MYLK,2
LCE3E,1
FYN,2
NME4,2
ADAM9,2
HSPA2,2
C7ORF73,2
FLT3LG,2
HOOK1,2
PKD1,2
PIANP,2
CPSF4L,1
AACS,2
SLC23A1,2
SSPO,2
CTSK,2
ZNF766,2
TMEM86B,2
CT83,1
CDC14A,2
CXCR6,2
KRT39,0
GRAMD1B,2
GNRH2,2
PTRH1,2
NOD1,2
PIK3R6,2
C4ORF22,0
FMNL1,2
PRKCI,2
TOM1L1,2
RASIP1,2
PGAM5,2
RECQL5,2
NFATC2,2
SSR1,2
SHD,2
PGAP2,2
IRF1,2
ERP44,2
AIDA,2
S1PR2,2
KDM1B,2
ZNF546,2
SOX5,2
EIF3K,2
PDE10A,2
TMEM178B,0
UNC80,2
SMG6,2
TMEM38B,2
KIF27,2
CLEC2A,1
ERI1,2
TAAR1,0
LINC00890,0
CRMP1,2
MTHFD1,2
TRMT13,2
HR,2
OTOGL,2
PPHLN1,2
SLAMF6,2
ANKRD12,2
ERICH6,2
LY6H,2
WDR70,2
FAM173A,2
MLEC,2
G6PC2,0
APOL4,2
ATRN,2
TNRC6C,2
F2RL1,2
MLLT10,2
APOE,2
FANCL,2
AC005779.2,2
ATP5I,2
TWNK,2
AC079447.1,2
MTRNR2L8,2
CD2BP2,2
STX4,2
CRP,1
ZXDC,2
DNM1L,2
CNNM3,2
OPLAH,2
RPRD1B,2
CHD5,2
COX4I1,2
CCDC8,2
SERPINF1,2
CRYBA4,1
SLC6A17,2
AP4M1,2
CENPS,2
PLA2G3,2
ZNF488,2
SIX2,2
SPART,2
STK24,2
STAT3,2
CYTIP,2
DPY30,2
ZNF214,2
6-Mar,2
KISS1,1
CDS2,2
DAP,2
FPGT-TNNI3K,2
USP17L1,1
ADARB1,2
CLNS1A,2
FDCSP,0
RAB11FIP5,2
GDAP1L1,1
TOP3B,2
H2AFJ,2
ANKRD52,2
YWHAG,2
CMAS,2
ZNF770,2
FAM98C,2
HNRNPH2,2
MTHFSD,2
SLC23A2,2
LTC4S,2
PLBD1,2
VDR,2
VPS53,2
POMK,2
KCNQ2,1
CLDN19,1
SPTY2D1-AS1,2
PKIG,2
VPS16,2
IL1F10,1
G3BP2,2
CYP2W1,1
CHCHD6,2
NDST2,2
ORC2,2
SMIM13,2
HIST1H2BB,1
QPRT,2
ECEL1,2
SESTD1,2
WDR62,2
SPDYE2B,1
SMC3,2
SPRR2B,0
CSF3R,2
VPS4A,2
ACSL6,2
UGT2B17,1
THYN1,2
PLPPR1,1
BBS5,2
RBM44,2
RASL11A,2
CARD16,2
NAF1,2
TAC3,1
FBXL2,2
MKLN1,2
KLF10,2
TMEM119,2
HARS,2
PDE8A,2
ANXA3,2
MINDY4B,2
LSM7,2
ZNF503,2
ZFYVE27,2
HCFC1,2
ZNF543,2
ST3GAL6,2
AP000275.2,2
PLD2,2
TMEM234,2
PCDH18,2
ICAM2,2
NEDD8,2
AC013470.2,1
TNS3,2
CASP7,2
GNAI3,2
SLC9A9,2
AKR7A2,2
FAM104B,2
FAM46C,2
VPS13B,2
AC008750.8,2
SLC4A8,2
ADRA2C,2
KCNIP1,2
CNTD1,2
CCDC17,2
HYI,2
REV1,2
STRADA,2
PARD6A,2
PI3,2
GLUD1,2
CXORF38,2
ZNF609,2
COPS5,2
FCN1,2
PGM3,2
ANKRD30BL,0
SH2D6,2
ZNF496,2
TMEM269,2
DCAF4L2,1
SHROOM1,2
ZNF85,2
DLG1,2
YWHAQ,2
FTHL17,1
OBSCN-AS1,2
RPS5,2
B4GALT6,2
FAM155B,2
IRS2,2
FGA,1
CFHR3,2
ACP2,2
THEM5,2
HMGN2,2
COX4I2,2
GPN2,2
STAP2,2
KIAA0100,2
NGDN,2
ZNF683,2
RIMS3,2
LINGO1,2
SMOC2,2
C6ORF89,2
DDX54,2
ACVRL1,2
IFNGR1,2
ATF3,2
SMARCE1,2
ZNF799,2
YEATS4,2
IL31,1
PTGR1,2
PCP4,0
ARFGEF2,2
SRRM1,2
GALR3,1
SFTPA2,0
ARPIN,2
RP9,2
VWC2L,0
BCL7C,2
AP4B1,2
ZDHHC16,2
EPS8L3,0
TMEM190,2
NOL3,2
HDAC2,2
THAP12,2
FBXO25,2
KDM4E,0
LMBRD2,2
RNF151,2
HCLS1,2
KRTAP5-6,1
UGT1A7,0
XYLB,2
RSRP1,2
LRRC38,0
TET1,2
CACNA1H,2
PSMB10,2
PIGU,2
NPIPB3,2
SLC10A1,2
SLC9A3R2,2
CNKSR1,2
WNT8B,2
UQCR10,2
LYAR,2
NR2F6,2
CNIH3,2
FADS2,2
CXCR3,2
GCAT,2
SYPL1,2
KDM4D,2
DYSF,2
PTH2R,1
SUSD1,2
EIF3C,2
AMY2A,0
TAS2R31,2
CSH2,1
TBC1D9B,2
ATP6V0A1,2
NAT8,1
CD59,2
MAMDC4,2
FAM110C,2
MED23,2
TMPRSS4-AS1,2
POLM,2
BIRC3,2
RDH11,2
TDRD7,2
CHURC1-FNTB,2
ZNF483,2
CEP112,2
TXNDC8,2
THRAP3,2
AKAP8L,2
ZNF628,2
VAMP5,2
DAP3,2
PYROXD2,2
ALDH18A1,2
EPCAM,2
CHMP2A,2
LACTB,2
CXCR5,1
PNMA3,2
SLC22A6,1
FGF11,2
KRTAP5-7,1
PLXDC1,2
CEP350,2
TMEM184C,2
RNF144B,2
RAPH1,2
VPS8,2
RIDA,2
SWAP70,2
LEF1,2
KLHL9,2
THUMPD1,2
GSTCD,2
DNM2,2
B4GALNT3,2
EPB41L5,2
AD000671.2,2
YME1L1,2
TMEM17,2
CISD1,2
RBAK-RBAKDN,2
OR1K1,1
ZSCAN29,2
SPRR2E,0
FNDC9,2
SLC18A3,1
FGF9,2
RNF216,2
CRIPT,2
ERLEC1,2
UNC5C,2
MTRNR2L1,0
TMBIM1,2
ADORA2B,2
C12ORF45,2
GEMIN8,2
DGKE,2
PEX26,2
PDCD7,2
ITGA8,2
ZNF404,2
PPTC7,2
PRSS51,2
C1QL3,2
FAM83A,2
MBD5,2
CETN3,2
MIS18BP1,2
TMEM266,2
ORMDL1,2
NUBPL,2
AC017083.4,1
CNPY2,2
WFS1,2
IGSF1,2
PRPF19,2
KIAA1161,2
BCO2,2
ORAI1,2
R3HDML,1
PHTF1,2
ETAA1,2
GGCT,2
CHRNB3,1
NCAM1,2
FBXL14,2
NUMBL,2
CCR5,2
CTGF,2
TRIM43,1
WAPL,2
KCNA10,1
CLDN20,2
ZNF518A,2
ITPRIP,2
PIGS,2
LDHAL6B,2
CCDC138,2
CHODL,2
NKX6-3,1
UGT1A4,1
SEL1L,2
EXOSC10,2
WASHC2C,2
OGFOD1,2
ANKDD1B,2
ATG9B,2
RPGR,2
MAG,2
RFESD,2
FP565260.2,1
WNT4,2
KATNAL1,2
METTL2B,2
CFAP45,2
ELOA,2
EFCC1,2
ALG8,2
EFR3A,2
ZNF205,2
PLAC4,2
ADGRE5,2
C1QTNF1,2
ZNF783,2
SEPT10,2
MIF4GD,2
ZNF184,2
CCDC196,2
SEPT12,1
FEM1C,2
MEOX1,2
GTF2B,2
CEP295NL,2
MRPL18,2
CD163,2
NT5C1B,2
CT45A5,1
AC009119.2,2
SCN4B,2
AGAP9,2
IFT88,2
LSP1,2
EVC,2
ENTPD6,2
FAM208A,2
CUBN,2
POLR3F,2
LCE1B,1
TBC1D15,2
CCDC149,2
SMC1A,2
KCNK4,1
HIST1H3D,2
RPA4,2
AKR1B15,2
RBM34,2
PRDX4,2
LRRC57,2
USP7,2
SPIN2A,2
ALDOC,2
ZNF566,2
MAGED4B,1
ATP13A1,2
HYPM,1
JADE3,2
RLBP1,1
CEP41,2
MRC2,2
PAGR1,2
SPDYE1,2
KIAA0040,2
ZBED6CL,2
SP3,2
MEP1B,2
TMEM54,2
MAP7,2
RBPMS2,2
STAP1,2
NR2F1,2
ATF6,2
TFDP1,2
PDP1,2
TMEM31,2
MFSD3,2
YBX1,2
PLSCR4,2
AC068790.8,2
ALAS2,2
SULT1C3,0
TMEM171,2
CNOT10,2
C19ORF71,2
FXYD3,2
C2ORF70,2
GABRB2,0
DHFR,2
SRSF11,2
DEF8,2
CALML3,2
WDR18,2
AVL9,2
CCDC126,2
EEF1G,2
TOMM7,2
MAP1LC3A,2
RNF20,2
PABPC1,2
RBBP5,2
SLC22A5,2
TGFB2,2
USP17L2,1
WDR55,2
S100A2,2
DDX46,2
C12ORF43,2
PAMR1,2
ATP5G3,2
ELP6,2
SPATA46,2
SMARCA5,2
MMP15,2
CETP,2
HPD,2
MTNR1A,0
ZNF182,2
TMUB2,2
CLEC4D,2
C17ORF58,2
TBC1D10C,2
VPREB3,2
MAU2,2
MARK4,2
CNTN3,2
COG1,2
C11ORF42,2
GZMH,2
COX7A2L,2
ZNF100,2
HCN4,2
RPS6KL1,2
SAP30,2
FAM83E,2
HNRNPA3,2
GID4,2
ZNF630,2
SMC5,2
SH3BGRL,2
ZBTB40,2
PADI6,1
AHRR,2
GIMAP6,2
SERTM1,0
SLC12A3,2
PPCS,2
USH2A,2
